id,created_at,updated_at
8691,05/14/2015 17:43:48,06/02/2015 03:11:32
9879,01/17/2015 03:25:26,01/31/2015 12:52:45
6849,03/09/2015 18:50:36,07/07/2015 16:30:04
8355,01/07/2015 03:30:35,06/29/2015 15:47:11
4389,11/02/2014 14:17:21,05/29/2015 22:12:39
6361,03/15/2015 00:54:26,06/30/2015 05:28:10
8371,05/12/2015 20:19:30,06/24/2015 20:09:27
9924,01/11/2015 11:33:30,06/17/2015 23:20:28
5957,06/26/2015 13:37:26,06/30/2015 17:15:50
5910,12/07/2014 00:04:04,04/06/2015 05:34:24
8039,06/23/2015 03:05:03,06/27/2015 17:03:39
6031,12/09/2014 02:05:56,01/19/2015 06:47:40
8297,04/17/2015 13:16:11,06/06/2015 06:35:34
1092,01/05/2015 18:28:58,03/18/2015 14:58:00
5168,04/23/2015 11:43:54,05/22/2015 17:56:34
8739,04/26/2015 11:05:28,06/05/2015 22:04:29
1559,05/16/2015 23:14:27,05/21/2015 06:10:28
7127,04/24/2015 01:15:04,06/17/2015 20:25:09
8502,11/02/2014 23:29:45,03/23/2015 11:42:57
9325,02/10/2015 01:36:56,04/19/2015 12:18:26
5934,01/23/2015 18:34:27,04/29/2015 04:29:41
7089,05/15/2015 19:20:09,06/15/2015 17:06:26
6921,05/29/2015 15:48:01,06/04/2015 16:03:45
4217,11/13/2014 00:48:35,03/04/2015 16:05:39
6844,11/30/2014 15:16:08,02/17/2015 05:36:17
6526,05/04/2015 00:24:27,07/02/2015 15:02:58
4114,03/10/2015 02:41:01,06/28/2015 06:56:19
9281,05/13/2015 11:29:19,06/14/2015 17:28:20
5302,04/23/2015 02:27:18,05/18/2015 17:47:59
4316,01/08/2015 05:53:52,01/26/2015 22:10:58
9112,06/04/2015 04:04:00,06/22/2015 16:39:13
3885,02/10/2015 03:49:43,04/21/2015 17:00:56
1891,03/16/2015 20:54:03,05/18/2015 21:21:55
2494,05/05/2015 04:57:07,05/11/2015 14:12:31
9479,06/12/2015 00:24:45,06/13/2015 07:03:37
1690,06/25/2015 14:53:40,07/04/2015 23:47:32
6789,07/04/2015 05:59:24,07/04/2015 12:43:24
6088,06/12/2015 01:52:38,06/28/2015 08:42:33
3669,06/11/2015 22:01:07,06/28/2015 07:20:00
4543,01/09/2015 13:55:13,03/01/2015 18:41:31
719,11/30/2014 18:59:56,06/21/2015 14:09:18
7694,01/15/2015 04:48:36,06/06/2015 08:04:05
9168,02/27/2015 01:46:17,04/08/2015 13:29:08
5388,11/23/2014 04:18:25,03/16/2015 16:36:46
5162,12/24/2014 04:36:39,06/30/2015 01:06:47
4636,11/22/2014 13:24:21,03/24/2015 09:27:25
6297,06/05/2015 17:57:26,06/21/2015 07:53:59
3747,05/22/2015 17:20:30,06/01/2015 01:39:52
986,02/07/2015 12:34:25,03/07/2015 04:41:12
165,01/27/2015 12:06:07,06/25/2015 13:43:58
7525,07/01/2015 16:57:06,07/07/2015 22:35:35
1347,04/29/2015 17:16:21,06/29/2015 23:54:06
8291,12/26/2014 08:28:34,02/04/2015 13:49:24
4583,03/27/2015 17:18:02,05/23/2015 03:48:22
7619,11/23/2014 10:26:06,05/18/2015 12:27:41
3403,01/23/2015 22:40:23,01/28/2015 03:44:00
3196,12/07/2014 20:32:52,06/14/2015 05:57:09
8709,02/18/2015 17:01:32,05/15/2015 04:37:36
8174,02/28/2015 01:51:24,03/04/2015 11:43:31
6654,11/06/2014 17:59:56,12/29/2014 03:27:28
3807,06/07/2015 03:05:34,06/16/2015 18:58:03
2516,12/27/2014 04:42:57,03/30/2015 15:18:51
2474,01/28/2015 10:18:47,04/17/2015 08:42:52
7864,11/17/2014 11:50:58,02/23/2015 09:22:06
1614,12/14/2014 18:23:24,01/26/2015 01:34:45
8569,05/02/2015 19:29:39,06/05/2015 17:02:45
1440,12/06/2014 03:52:50,07/05/2015 08:54:54
4034,05/07/2015 18:23:26,06/03/2015 02:56:43
6640,02/06/2015 17:48:24,04/07/2015 01:20:36
5849,05/03/2015 17:33:20,05/15/2015 03:10:38
1197,04/20/2015 04:50:44,04/25/2015 21:26:03
7167,12/01/2014 22:16:51,03/09/2015 17:51:55
2734,01/01/2015 18:06:57,03/20/2015 13:26:56
3972,12/16/2014 11:17:27,06/10/2015 13:10:17
1189,11/17/2014 15:40:25,01/23/2015 07:41:57
2028,06/09/2015 09:25:45,07/01/2015 11:12:57
8356,11/14/2014 04:39:02,02/25/2015 06:59:10
6322,02/19/2015 04:15:16,05/25/2015 09:55:23
7326,12/29/2014 06:44:31,05/02/2015 07:21:43
7435,11/09/2014 08:22:53,02/06/2015 11:30:04
5315,11/26/2014 14:44:05,04/11/2015 10:16:47
9968,06/24/2015 17:22:43,06/25/2015 09:37:23
9625,05/29/2015 02:30:22,05/29/2015 22:52:10
8503,06/11/2015 22:35:10,06/30/2015 21:04:48
9061,06/24/2015 10:37:00,06/29/2015 11:28:52
4560,06/18/2015 21:12:18,06/26/2015 02:22:32
8642,02/19/2015 23:09:22,05/16/2015 23:27:22
995,03/08/2015 04:15:03,06/04/2015 01:31:47
6500,04/01/2015 09:07:06,06/12/2015 23:06:08
4267,05/13/2015 03:02:11,06/01/2015 15:53:37
1794,12/27/2014 16:12:32,04/27/2015 19:00:53
6860,01/20/2015 14:10:42,03/02/2015 09:30:12
8894,12/23/2014 06:35:28,05/31/2015 11:45:26
7050,04/14/2015 06:55:32,04/25/2015 15:54:40
1411,02/19/2015 05:34:55,03/14/2015 00:02:23
5962,01/08/2015 22:02:23,01/24/2015 03:27:57
5765,12/04/2014 18:41:59,05/03/2015 19:53:47
4300,05/07/2015 13:52:20,05/08/2015 11:36:23
2473,05/26/2015 05:50:09,06/05/2015 06:18:02
1150,03/15/2015 14:44:31,03/31/2015 07:19:05
569,02/11/2015 17:44:47,05/28/2015 01:30:03
9010,02/17/2015 06:02:53,06/18/2015 09:25:18
3955,12/15/2014 02:58:04,06/26/2015 17:34:51
8909,03/22/2015 14:12:37,06/30/2015 19:00:03
5111,11/26/2014 15:20:27,01/22/2015 10:46:16
9587,05/16/2015 13:58:41,06/25/2015 09:10:54
2205,06/16/2015 16:35:06,06/19/2015 16:34:51
780,06/20/2015 05:55:14,06/27/2015 23:37:11
8594,01/23/2015 21:23:42,06/05/2015 22:44:39
85,02/05/2015 08:51:05,02/14/2015 15:08:14
6146,07/07/2015 08:18:52,07/07/2015 15:46:36
4279,03/28/2015 10:52:19,05/13/2015 11:47:43
6107,11/14/2014 03:18:35,12/23/2014 03:51:39
3904,11/25/2014 10:26:37,04/06/2015 23:34:15
7942,01/17/2015 16:48:15,04/30/2015 15:54:36
9635,03/29/2015 15:09:13,04/19/2015 22:02:16
1288,04/16/2015 16:48:31,06/03/2015 16:53:47
2571,04/08/2015 01:32:58,04/27/2015 22:38:58
2815,05/05/2015 17:35:04,05/19/2015 06:07:08
420,07/07/2015 02:38:20,07/08/2015 03:01:24
598,03/11/2015 17:29:37,03/26/2015 20:46:15
2608,11/15/2014 06:07:09,02/17/2015 17:05:19
8251,06/24/2015 08:49:49,06/30/2015 13:49:02
2284,04/29/2015 17:15:53,06/02/2015 12:01:15
8606,01/26/2015 19:27:18,04/15/2015 10:06:41
3209,01/02/2015 15:14:42,02/28/2015 10:01:53
4516,12/08/2014 21:51:00,12/27/2014 07:14:25
5940,04/27/2015 22:02:03,06/01/2015 02:06:16
3210,07/04/2015 09:04:16,07/08/2015 20:18:36
8164,12/12/2014 07:59:28,02/24/2015 16:56:52
7084,12/21/2014 03:52:37,05/07/2015 16:10:57
544,03/17/2015 04:53:51,04/14/2015 20:27:29
5548,01/14/2015 19:02:33,03/31/2015 23:38:19
8185,02/14/2015 10:31:01,03/03/2015 08:24:50
5945,12/20/2014 00:22:54,05/09/2015 22:00:25
7656,01/21/2015 18:24:48,02/08/2015 02:35:39
7230,04/28/2015 15:33:36,06/15/2015 07:10:12
3281,04/21/2015 12:29:19,06/29/2015 10:39:29
7179,06/28/2015 13:43:13,07/03/2015 15:10:50
37,01/29/2015 18:33:47,04/09/2015 14:15:39
1552,05/12/2015 00:41:10,06/05/2015 23:22:29
7909,04/11/2015 01:29:42,04/14/2015 06:25:38
6349,05/23/2015 18:07:44,06/14/2015 15:34:01
5502,12/24/2014 11:33:18,02/05/2015 04:54:36
8416,12/06/2014 23:42:39,05/08/2015 14:20:43
7136,05/14/2015 19:12:50,06/04/2015 18:58:48
71,11/10/2014 02:27:49,01/30/2015 23:11:09
9739,12/24/2014 12:51:20,02/13/2015 11:48:16
8937,03/12/2015 22:57:25,04/10/2015 23:38:21
5188,12/16/2014 03:01:43,02/17/2015 18:31:27
8915,05/02/2015 08:38:57,06/04/2015 03:02:33
2518,04/18/2015 18:55:08,05/31/2015 15:32:34
9822,01/04/2015 11:20:16,05/06/2015 13:46:37
8510,03/20/2015 18:16:10,04/06/2015 09:42:51
9346,12/27/2014 16:21:36,03/31/2015 00:49:28
7778,05/09/2015 03:11:25,06/18/2015 12:16:26
65,11/30/2014 15:32:27,01/29/2015 03:23:54
934,02/07/2015 14:23:52,02/12/2015 00:25:51
8362,12/30/2014 11:04:32,02/06/2015 08:56:11
3612,05/10/2015 23:03:10,06/27/2015 07:26:26
1301,05/18/2015 13:01:17,05/30/2015 15:43:29
9256,06/08/2015 10:24:27,06/09/2015 13:04:44
5759,11/17/2014 00:46:34,06/14/2015 10:26:42
9177,06/19/2015 01:06:12,07/03/2015 01:58:48
5889,03/28/2015 10:41:51,05/30/2015 06:35:48
7550,05/15/2015 07:16:43,06/24/2015 07:11:17
6706,07/08/2015 08:49:31,07/08/2015 09:41:55
1910,01/03/2015 07:28:08,05/31/2015 12:16:35
7915,02/16/2015 04:10:56,05/03/2015 18:38:35
3358,03/19/2015 18:12:44,04/29/2015 11:39:37
963,12/04/2014 08:20:00,06/22/2015 16:03:22
4199,05/03/2015 04:55:23,05/24/2015 09:45:41
4626,12/21/2014 04:46:01,03/25/2015 15:44:37
9911,06/20/2015 21:38:20,06/26/2015 07:01:10
5615,03/20/2015 06:15:21,05/17/2015 14:42:44
9529,06/24/2015 19:31:12,07/08/2015 19:08:33
5864,06/25/2015 23:49:23,06/28/2015 23:28:56
3371,01/28/2015 09:09:55,03/19/2015 01:37:32
4331,06/17/2015 18:40:29,07/01/2015 18:29:22
3499,11/30/2014 06:54:52,04/17/2015 01:36:26
7111,01/21/2015 09:13:54,01/31/2015 09:53:02
6235,06/05/2015 22:11:15,06/24/2015 10:49:42
2747,05/13/2015 22:13:02,06/13/2015 02:22:25
3600,02/03/2015 22:34:57,06/11/2015 01:05:16
4147,04/25/2015 00:43:07,06/10/2015 12:58:10
2317,01/23/2015 12:16:04,04/26/2015 07:19:04
7077,02/09/2015 03:06:35,06/10/2015 06:29:29
2781,02/01/2015 05:07:07,03/18/2015 13:25:13
6224,04/03/2015 20:32:39,04/25/2015 19:43:40
6433,02/11/2015 17:26:43,02/23/2015 14:27:41
841,12/14/2014 10:28:32,04/24/2015 03:02:52
515,04/22/2015 19:09:57,07/01/2015 16:27:04
8034,11/10/2014 02:47:42,03/28/2015 22:52:19
707,03/08/2015 08:32:57,04/25/2015 20:01:32
3506,03/22/2015 23:53:14,06/01/2015 06:16:54
5641,04/09/2015 03:16:36,05/10/2015 12:58:32
4816,03/01/2015 19:45:49,04/17/2015 22:36:55
5998,02/26/2015 03:02:08,03/10/2015 05:31:40
6030,05/30/2015 04:08:41,06/11/2015 10:33:24
6747,05/23/2015 07:08:57,06/24/2015 13:24:49
1018,07/07/2015 18:22:27,07/07/2015 19:52:48
9451,01/27/2015 03:31:08,05/04/2015 13:39:02
4836,01/23/2015 23:35:36,07/02/2015 12:32:40
19,05/22/2015 04:03:57,06/29/2015 14:28:01
546,01/23/2015 12:56:20,05/08/2015 19:13:07
5793,02/14/2015 15:18:14,05/15/2015 00:42:39
8138,03/20/2015 09:00:55,06/26/2015 03:03:26
5554,11/27/2014 10:57:00,04/21/2015 15:28:02
445,06/19/2015 03:32:28,06/28/2015 19:42:37
541,05/09/2015 21:24:04,06/04/2015 12:11:23
5141,05/07/2015 16:43:41,05/27/2015 08:52:14
9081,03/17/2015 11:47:09,04/05/2015 00:45:42
8378,02/15/2015 18:46:00,03/14/2015 17:36:11
655,06/19/2015 14:50:55,06/27/2015 10:27:55
7922,05/22/2015 22:56:36,06/21/2015 14:10:48
3481,02/04/2015 13:28:20,03/05/2015 16:26:39
617,03/16/2015 14:58:05,05/06/2015 06:50:22
4376,03/11/2015 09:01:11,06/14/2015 13:40:57
6647,05/21/2015 05:51:09,06/16/2015 20:02:12
2699,05/10/2015 18:08:35,05/11/2015 18:21:29
8584,12/11/2014 04:26:39,12/15/2014 15:36:10
8059,05/05/2015 13:04:09,06/16/2015 03:59:55
6674,06/03/2015 11:04:46,06/18/2015 15:39:17
7524,03/23/2015 00:51:05,03/27/2015 08:16:17
4704,12/11/2014 17:45:29,02/09/2015 14:14:17
5385,12/05/2014 00:09:15,05/20/2015 05:21:15
1945,04/24/2015 07:56:22,05/17/2015 13:22:08
7517,06/04/2015 11:36:16,06/28/2015 19:29:15
7174,12/30/2014 20:11:18,01/06/2015 02:49:39
7721,02/01/2015 06:11:26,06/25/2015 02:14:40
3382,06/14/2015 01:12:01,06/19/2015 18:53:16
7420,01/31/2015 02:59:37,03/10/2015 12:13:13
1611,06/09/2015 13:01:29,06/10/2015 06:18:00
9141,11/22/2014 14:55:39,01/05/2015 06:47:23
8801,11/01/2014 04:27:52,01/21/2015 22:17:43
9,02/19/2015 05:03:06,05/29/2015 15:57:16
6393,01/18/2015 07:06:23,07/06/2015 00:45:10
3405,11/05/2014 02:32:01,03/06/2015 17:10:48
7913,06/25/2015 18:21:44,07/07/2015 03:05:14
1249,04/05/2015 12:04:38,06/21/2015 05:20:44
3057,05/08/2015 01:24:13,05/25/2015 07:05:01
4272,04/14/2015 09:52:03,06/07/2015 10:03:40
3162,04/09/2015 16:04:39,04/10/2015 03:31:03
5865,05/15/2015 04:26:44,07/07/2015 22:57:55
882,06/05/2015 09:24:25,06/12/2015 01:13:28
432,04/27/2015 17:59:38,05/22/2015 10:37:56
4441,11/04/2014 13:05:34,12/15/2014 18:23:18
1448,04/01/2015 20:00:33,05/17/2015 00:25:34
7858,04/09/2015 12:54:50,05/03/2015 03:59:16
1032,12/25/2014 03:36:36,12/26/2014 19:03:29
3290,03/01/2015 14:21:39,04/28/2015 19:26:40
6386,05/12/2015 09:36:24,05/30/2015 11:53:45
4390,02/28/2015 21:38:54,03/17/2015 21:27:17
4796,07/08/2015 16:59:03,07/09/2015 00:27:28
5883,07/07/2015 05:21:32,07/08/2015 11:52:58
7065,05/23/2015 20:29:32,06/27/2015 03:22:16
540,04/29/2015 22:02:55,06/02/2015 05:25:03
2173,03/12/2015 00:09:47,07/05/2015 20:10:05
9417,01/02/2015 07:48:19,02/04/2015 04:14:06
6013,01/20/2015 06:11:04,02/02/2015 18:37:53
4679,04/25/2015 17:14:35,06/30/2015 04:57:41
6139,05/21/2015 07:58:43,06/30/2015 03:56:23
157,12/01/2014 16:13:16,04/16/2015 21:27:07
977,03/12/2015 15:54:15,05/29/2015 18:38:32
674,01/31/2015 11:37:07,02/16/2015 20:10:14
8497,06/26/2015 13:26:12,07/05/2015 13:53:16
6530,06/10/2015 06:24:33,06/16/2015 11:05:15
9251,06/27/2015 16:25:00,07/04/2015 10:55:13
6493,11/14/2014 17:21:25,03/16/2015 04:08:54
8864,02/12/2015 14:53:12,04/25/2015 05:44:15
4622,02/10/2015 05:53:10,03/26/2015 23:01:18
1102,07/01/2015 11:50:26,07/08/2015 03:19:21
5448,04/25/2015 10:33:50,06/12/2015 03:01:57
7451,04/04/2015 19:45:54,05/19/2015 18:29:25
1107,03/18/2015 18:34:43,05/05/2015 21:04:34
7222,04/23/2015 04:41:25,07/04/2015 16:37:50
2501,02/06/2015 15:08:11,02/19/2015 05:48:49
1643,05/07/2015 18:32:18,06/15/2015 02:47:35
8797,03/16/2015 03:56:37,07/01/2015 20:44:46
959,03/17/2015 08:40:11,05/11/2015 08:53:45
6,02/22/2015 10:57:08,03/20/2015 01:24:32
5713,01/08/2015 08:37:34,06/08/2015 08:53:51
3717,06/21/2015 17:56:23,06/26/2015 10:45:11
3924,11/13/2014 20:45:02,05/01/2015 03:42:09
1200,05/28/2015 10:27:12,06/27/2015 04:07:32
732,02/01/2015 06:00:57,04/02/2015 02:14:06
8200,02/25/2015 17:26:23,03/09/2015 19:47:01
4075,06/25/2015 18:55:44,06/26/2015 13:58:19
6758,11/06/2014 12:36:01,11/24/2014 18:59:29
8429,12/20/2014 07:19:42,02/11/2015 18:13:27
3749,06/27/2015 17:55:00,06/30/2015 05:02:09
3123,11/05/2014 10:14:32,05/27/2015 13:50:04
6416,05/31/2015 20:06:28,06/14/2015 13:30:37
5508,03/25/2015 11:58:29,06/05/2015 17:53:05
7443,04/02/2015 09:37:14,04/14/2015 14:45:30
8230,05/02/2015 13:27:03,07/08/2015 23:29:15
5796,11/21/2014 21:34:55,06/28/2015 19:37:20
323,01/08/2015 03:37:01,02/08/2015 20:10:35
5362,05/06/2015 06:58:40,06/24/2015 09:22:22
4514,03/08/2015 12:09:29,04/02/2015 15:53:18
2453,06/14/2015 16:29:30,06/18/2015 17:26:16
6639,12/06/2014 23:34:36,12/19/2014 05:46:33
942,01/05/2015 10:48:26,03/05/2015 01:28:19
6491,03/19/2015 22:45:45,06/24/2015 12:52:35
5356,12/17/2014 04:28:05,03/26/2015 05:19:10
3911,02/27/2015 11:30:30,06/16/2015 04:10:33
9681,06/22/2015 16:46:08,06/29/2015 12:01:57
1315,02/22/2015 22:21:17,05/03/2015 20:51:46
3111,04/20/2015 13:56:07,06/02/2015 20:38:14
5589,12/02/2014 10:15:04,04/07/2015 03:36:51
8388,06/19/2015 09:11:56,07/04/2015 05:24:15
2069,01/22/2015 00:50:09,05/28/2015 22:14:38
4335,01/06/2015 17:39:56,01/07/2015 20:51:52
7919,04/24/2015 07:12:07,05/11/2015 10:23:35
8825,12/25/2014 14:48:49,06/29/2015 11:59:43
6944,02/26/2015 05:53:29,04/21/2015 03:43:48
2467,12/27/2014 06:22:12,06/22/2015 18:45:27
5929,05/21/2015 14:13:58,06/03/2015 18:05:46
6838,04/21/2015 06:57:17,06/22/2015 18:45:34
651,03/18/2015 06:23:37,04/19/2015 14:49:38
5259,04/08/2015 20:38:51,04/18/2015 20:21:01
9193,06/18/2015 02:50:48,07/08/2015 03:11:28
5967,03/11/2015 10:36:11,03/17/2015 23:00:31
8238,07/08/2015 08:21:46,07/08/2015 17:05:51
5520,05/09/2015 06:42:38,05/31/2015 18:18:27
2925,12/09/2014 17:54:50,02/08/2015 01:52:09
4761,06/13/2015 07:48:18,07/04/2015 01:27:20
4548,11/10/2014 01:11:21,12/02/2014 05:37:56
4744,12/20/2014 06:48:27,05/10/2015 12:18:20
5249,01/10/2015 15:35:19,01/25/2015 17:51:54
7763,11/21/2014 14:10:36,02/25/2015 04:56:05
8516,06/29/2015 16:55:06,07/04/2015 10:04:29
1760,03/12/2015 02:52:28,03/26/2015 12:17:22
5711,11/23/2014 14:52:24,01/31/2015 16:23:57
6328,03/03/2015 18:27:53,04/11/2015 01:45:35
3417,04/09/2015 07:54:25,06/24/2015 21:08:22
6993,05/10/2015 18:19:43,05/14/2015 12:32:40
5800,11/14/2014 02:41:26,02/02/2015 02:52:55
8740,12/20/2014 12:16:40,02/14/2015 01:14:04
5725,04/08/2015 10:21:40,06/27/2015 23:10:24
8545,01/03/2015 23:42:39,02/21/2015 01:31:47
9289,12/03/2014 15:47:13,03/08/2015 19:22:00
7352,01/09/2015 12:14:59,05/17/2015 00:09:02
5361,01/06/2015 00:53:17,01/16/2015 19:54:41
5176,05/28/2015 14:39:01,06/13/2015 16:40:34
2360,12/31/2014 06:40:47,03/13/2015 09:42:33
4946,03/06/2015 00:58:03,04/06/2015 00:24:30
8054,07/05/2015 13:28:17,07/07/2015 06:54:49
1205,05/01/2015 06:03:03,06/04/2015 02:13:58
5154,06/28/2015 07:41:51,06/30/2015 06:12:33
9922,02/04/2015 08:37:12,04/08/2015 17:43:21
4073,05/24/2015 02:57:07,06/03/2015 07:39:53
7202,02/05/2015 03:06:15,04/06/2015 19:11:29
5326,07/07/2015 07:12:00,07/08/2015 07:51:11
6087,04/08/2015 14:16:23,05/01/2015 07:25:35
6739,07/03/2015 16:58:16,07/04/2015 07:26:10
1908,02/09/2015 17:25:03,03/04/2015 20:52:36
8180,11/09/2014 01:28:16,04/17/2015 11:28:55
7358,12/28/2014 15:51:36,06/30/2015 18:58:18
1652,12/14/2014 09:47:18,03/07/2015 03:24:17
8992,12/26/2014 22:44:46,01/22/2015 22:17:15
3424,06/21/2015 08:37:35,06/25/2015 15:03:37
2637,01/04/2015 02:13:43,03/12/2015 15:32:24
5501,07/03/2015 07:50:32,07/04/2015 16:30:40
3202,11/09/2014 00:10:58,03/24/2015 14:15:48
3386,04/06/2015 10:21:36,07/02/2015 15:23:47
1964,12/30/2014 00:54:55,06/08/2015 08:52:46
1881,06/01/2015 21:07:50,07/04/2015 23:42:33
9646,06/24/2015 00:51:38,07/05/2015 07:23:54
9622,04/25/2015 14:04:25,05/21/2015 15:30:05
5155,04/29/2015 23:12:07,06/24/2015 19:20:11
4508,05/11/2015 01:54:17,05/18/2015 00:37:39
9087,06/12/2015 03:42:49,06/17/2015 05:13:17
9254,03/02/2015 05:54:24,06/08/2015 00:39:26
3296,11/01/2014 08:19:47,02/16/2015 03:18:00
2288,12/15/2014 18:01:30,05/16/2015 18:02:52
2676,02/15/2015 16:41:01,04/03/2015 23:08:43
5848,06/07/2015 02:44:13,07/01/2015 08:29:38
7788,04/14/2015 18:35:09,05/25/2015 19:18:24
2986,03/24/2015 08:20:27,06/03/2015 18:07:44
5480,05/16/2015 17:46:22,07/08/2015 20:26:09
2937,11/16/2014 20:46:10,12/17/2014 09:34:15
3575,03/11/2015 00:27:27,06/15/2015 18:00:03
7105,03/05/2015 20:31:45,06/19/2015 23:18:03
4920,12/02/2014 21:24:43,04/30/2015 17:50:20
7460,06/17/2015 10:38:42,07/04/2015 19:36:33
6984,11/30/2014 23:32:07,04/05/2015 11:13:44
4963,11/03/2014 12:23:36,03/11/2015 09:07:32
57,02/01/2015 04:20:33,04/16/2015 12:55:00
5964,12/29/2014 15:55:06,03/20/2015 18:59:44
8891,03/06/2015 03:31:08,04/02/2015 04:35:17
1773,01/21/2015 07:04:13,02/28/2015 06:13:36
5435,05/02/2015 08:51:10,05/31/2015 02:30:41
8988,04/01/2015 16:12:33,04/05/2015 02:02:35
2824,04/21/2015 00:53:43,06/13/2015 15:33:27
6510,05/06/2015 18:11:22,06/30/2015 15:42:02
8229,01/15/2015 04:15:30,04/26/2015 10:41:34
2761,06/10/2015 12:17:52,06/22/2015 22:19:36
5939,11/19/2014 22:35:54,02/03/2015 12:14:12
2245,11/05/2014 14:16:45,06/30/2015 15:48:35
4682,06/16/2015 16:56:08,06/28/2015 15:37:50
4438,04/08/2015 07:35:55,06/28/2015 06:20:26
3925,11/07/2014 10:06:45,02/06/2015 07:08:56
6259,02/24/2015 20:02:48,04/10/2015 14:32:44
1371,11/24/2014 21:32:56,03/01/2015 01:09:34
8293,05/06/2015 10:36:55,05/10/2015 13:29:37
8492,05/30/2015 12:52:36,06/29/2015 13:01:31
773,06/13/2015 12:59:21,07/07/2015 13:52:26
238,01/07/2015 05:05:02,02/11/2015 05:43:37
9714,04/18/2015 16:54:14,05/25/2015 03:18:59
4393,06/11/2015 06:13:51,06/27/2015 15:08:18
7811,01/26/2015 10:35:33,06/22/2015 02:52:04
3526,03/11/2015 05:22:26,03/14/2015 05:29:50
5512,03/01/2015 17:26:22,03/30/2015 23:59:00
7589,11/28/2014 13:09:39,06/22/2015 19:40:51
5881,12/03/2014 10:36:25,12/23/2014 08:00:30
8713,01/10/2015 03:27:00,04/14/2015 12:07:35
5932,11/26/2014 08:42:57,06/26/2015 04:01:24
8792,12/10/2014 21:09:52,02/27/2015 10:56:12
8333,11/09/2014 06:54:36,05/18/2015 11:05:21
9536,05/04/2015 22:43:58,05/05/2015 23:53:59
3849,03/27/2015 17:27:27,06/13/2015 15:29:28
7578,04/16/2015 03:41:28,06/29/2015 14:14:17
8504,05/15/2015 07:24:52,05/27/2015 22:51:22
9633,03/17/2015 10:30:55,04/16/2015 20:42:04
8824,07/03/2015 11:36:13,07/08/2015 22:03:37
4850,01/01/2015 11:39:01,06/07/2015 11:47:25
7020,06/11/2015 21:24:35,06/16/2015 11:35:56
9487,12/22/2014 03:18:36,05/06/2015 08:36:05
2396,12/19/2014 05:08:06,06/06/2015 03:17:55
7975,04/18/2015 18:08:44,05/20/2015 12:28:36
1530,05/16/2015 20:31:57,06/08/2015 02:12:58
8476,01/01/2015 08:13:20,03/22/2015 11:17:50
7313,02/09/2015 08:28:24,06/25/2015 14:49:07
5227,02/11/2015 02:50:16,05/21/2015 13:16:51
8282,01/17/2015 07:19:38,01/21/2015 03:10:46
2897,04/30/2015 17:55:26,05/30/2015 04:12:09
44,03/22/2015 22:34:05,05/23/2015 01:42:38
6662,12/26/2014 02:13:53,05/24/2015 17:37:00
6531,04/20/2015 18:16:14,06/15/2015 10:59:14
7650,06/19/2015 07:56:19,06/27/2015 21:46:56
5400,03/03/2015 06:08:42,05/28/2015 03:24:21
8052,05/08/2015 18:08:25,06/09/2015 17:41:57
5151,02/14/2015 14:10:18,04/24/2015 02:04:49
3332,05/25/2015 02:34:43,06/11/2015 23:17:32
8518,06/26/2015 11:48:11,06/30/2015 13:20:11
8465,12/22/2014 09:13:05,05/25/2015 02:38:41
